আফ্রিকা	África
অঘোষ কণ্ঠনালীয় ঊষ্মধ্বনি	Fricativa glotal sorda
ওয়োদেফিট জেসজেশি, ওয়িদ ইন্নাত ইতয়োপ্প'ইয়া	Whedefit Gesgeshi Woude Henate Ethiopia
সুরি সাম্রাজ্য	Imperio suri
মন্টিনেগ্রোর ভূগোল	Geografía de Montenegro
তামাটে ঈগল	Aquila rapax
জেদ্দা	Yeda
লালমাথা কুচকুচি	Harpactes erythrocephalus
এশিয়াটিক সোসাইটি (কলকাতা)	La Sociedad Asiática
গোবুন্টু	Gobuntu
গ্রিসের ভূগোল	Geografía de Grecia
তারলেজা আবাবিল	Hirundo smithii
ওএফডিএম	Acceso múltiple por división de frecuencias ortogonales
আন্তর্জাতিক টেলিযোগাযোগ ইউনিয়ন	Unión Internacional de Telecomunicaciones
বনমরিচ	Ammannia
ওয়াম্প	WAMP
মরটিস	Mortiis
সোনি মোবাইল কমিউনিকেশন্‌স	Sony Mobile Communications
চট্টগ্রাম	Chittagong
ধুলিয়া	Dhuilya
সিনাই পর্বত	Monte Sinaí
দিলীপ কুমার	Dilip Kumar
বঙ্কিমচন্দ্র চট্টোপাধ্যায়	Bankim Chandra Chattopadhyay
মেঘনাদ সাহা	Meghnad Saha
তড়িচ্চুম্বকত্ব	Electrodinámica
চক্রবর্তী রাজাগোপালাচারী	Chakravarti Rajagopalachari
প্রাট	Praat
সোফি ডি	Sophie Dee
ধর্মেন্দ্র	Dharmendra
জ্যাসিন্ট ভার্ডাগুয়ের	Jacinto Verdaguer
ফ্রান্সেস কাম্‌বো	Francisco Cambó
রাজশাহী বিভাগ	Rajshahi (división)
মার-পা-ছোস-ক্যি-ব্লো-গ্রোস	Marpa
আনন্দ কুমারস্বামী	Ananda Coomaraswamy
মিঠুন চক্রবর্তী	Mithun Chakraborty
হোজে বনিফাসিও দে আন্দ্রাদা	José Bonifácio
বিসমিল্লাহ্ খান	Bismillah Khan
ঠোঙা	Bolsa de papel
কালোঝুঁটি সারস	Balearica pavonina
পম্পেঁউ ফাব্রা	Pompeu Fabra
জুয়ান প্রিম	Juan Prim
মাত্যিয়া দি শিল্যিও	Mattia De Sciglio
লস আলামস ন্যাশনাল ল্যাবরেটরী	Laboratorio Nacional de Los Álamos
বার্নার্ড ম্যান্ডেভিল	Bernard Mandeville
লাকি ডুবি	Lucky Dube
আজিম প্রেমজী	Azim Premji
পল ম্যাকগ্রাথ	Paul McGrath
হাওয়ার্ড ফাস্ট	Howard Fast
আঁতনিউ দামাজিউ	António Damásio
মরিস ট্র্যাভার্স	Morris Travers
গ্রোট রেবার	Grote Reber
আন্দ্রেই মাকিন	Andreï Makine
ভি এস রামচন্দ্রন	Vilayanur S. Ramachandran
নরম্যান হোয়াইটসাইড	Norman Whiteside
এন্টোনি বিভোর্‌	Antony Beevor
গ্যারি প্যালিস্টার	Gary Pallister
বাৎস্যায়ন	Vatsiaiana
হেরমান বন্ডি	Hermann Bondi
মাইকেল উইন্টারবটম	Michael Winterbottom
শহীদ আফ্রিদি	Shahid Afridi
উইলিয়াম হিউলেট	Bill Hewlett
মুস্তফা আক্কাদ	Moustapha Akkad
ডেভিড প্যাকার্ড	David Packard
কিরা গিলবার্ত	Kerrea Gilbert
অ্যাডোনিস	Adonis (poeta)
কার্তিক (দেবতা)	Karttikeya
ডেভিড ফ্রস্ট	David Frost
মোজাইক (ব্রাউজার)	Mosaic
স্টিল্‌পো	Estilpón de Megara
নালার্বর সমভূমি	Llanura de Nullarbor
সেট বিভাজন	Partición de un conjunto
ইউনিটি (ডেক্সটপ পরিবেশ)	Unity (entorno de escritorio)
ট্রফি	Trofeo
লাইলাতুল মেরাজ	Miraj
সুজি	Sémola
ক্রিস গার্ডনার	Chris Gardner
হেনরি কুপার	Henry Cooper
মোহাম্মদ বিন তুঘলক	Muhammad bin Tughluq
মঙ্গল পান্ডে	Mangal Pandey
জন টুকি	John W. Tukey
পেব্‌ল ইন দ্য স্কাই	Un guijarro en el cielo
দুর্গা	Durga
৫৫৫ টাইমার	Circuito integrado 555
জেমস ম্যাসন ক্রাফটস	James Crafts
বিদ্যুৎ শক্তি উৎপাদন	Generación de energía eléctrica
রুডলফ এমিল কালম্যান	Rudolf E. Kalman
দাবোহ	Daboh
নির্মাণ	Construcción
গ্লাউকোস (মিনস এর পুত্র)	Glauco
সাদালগি	Sadalga
জমুই	Jamui
ফাইনম্যান চিত্র	Diagrama de Feynman
মৌলিক সংখ্যা উপপাদ্য	Teorema de los números primos
হোন্নালি	Honnali
এমানুয়েল আদাবায়ের	Emmanuel Adebayor
সুইস জার্মান ভাষা	Alemán de Suiza
কামিলা বেল	Camilla Belle
কুরুক্ষেত্রের যুদ্ধ	Guerra de Kurukshetra
উদ্ভাবক দিবস	Día del Inventor
রুদ্রপলাশ	Spathodea campanulata
ত্রিনিদাদ ও টোবাগোর অর্থনীতি	Economía de Trinidad y Tobago
রাজসানসি	Rajasansi
নেতাজি সুভাষচন্দ্র বসু আন্তর্জাতিক বিমানবন্দর	Aeropuerto Internacional Netaji Subhash Chandra Bose
সামারিতান গার্ল	Samaritan Girl
গীতগোবিন্দম্	Guitá Govinda
হাখমানেশী সাম্রাজ্য	Imperio aqueménida
হৃদ রোগ	Enfermedades cardiovasculares
আগা খান অ্যাওয়ার্ড ফর আর্কিটেকচার	Premio Aga Khan de Arquitectura
গ্ল্যামার (উপস্থাপনা)	Glamour
বারবেরি	Burberry
ইউনিভার্সিটি অব ব্রিটিশ কলাম্বিয়া	Universidad de Columbia Británica
জিআরপি	Gross Rating Points
ওনিয়ন রাউটিং	Encaminamiento de cebolla
ব্যর্থ রাষ্ট্র	Estado fallido
র‍্যাম্বো ৩	Rambo III
মন্ট্রিয়াল মেট্রো	Metro de Montreal
প্যারিস মসজিদ	Gran Mezquita de París
আগা খান	Aga Khan
শ্বাসনালী	Tráquea (desambiguación)
প্যারিস চুক্তি (১২৫৯)	Tratado de París (1259)
বারান	Baran
অগ্নি	Agni
মেহেদী হাসান	Mehdi Hassan
উইকিপিডিয়া:পাতা স্থানান্তর	Ayuda:Cómo cambiar el nombre de una página
ব্রিজ টু টেরাবিথিয়া (দ্ব্যর্থতা নিরসন)	Bridge to Terabithia
অ্যাঞ্জেলস অ্যান্ড ডিমনস (দ্ব্যর্থতা নিরসন)	Ángeles y demonios
কৃষিবনবিদ্যা	Agroforestería
ক্ষমতা	Power
শেয়ার	Share
মান্য ভাষা	Lengua estándar
জুরাসিক পার্ক (দ্ব্যর্থতা নিরসন)	Parque Jurásico
আহলে হাদীস	Ahle Hadith
ইন্টারন্যাশনাল কমিশন অন স্ট্র্যাটিগ্রাফি	Comisión Internacional de Estratigrafía
অহোম	Ahom
দি ওভারকোট	El capote
কালো পা ফিরেট	Mustela nigripes
আহসান মঞ্জিল	Ahsan Manzil
সুগন্ধাবচ	Alpinia galanga
হাত্তা	Hatta
আইয়াইরা	Aiaaira
কার্গিল যুদ্ধ	Guerra de Kargil
শরৎচন্দ্র চট্টোপাধ্যায়	Sharat Chandra Chattopadhyay
সাইরাস সিলিন্ডার	Cilindro de Ciro
স্বর্ণপদক	Medalla de oro
পঞ্চম মুহাম্মদ (দ্ব্যর্থতা নিরসন)	Mohámed V
এয়ার ইন্ডিয়া এক্সপ্রেস	Air India Express
ব্যুপ্রিনরফিন	Buprenorfina
জিম্বাবুয়ের রাষ্ট্রপতিদের তালিকা	Presidente de Zimbabue
নিউ ইয়র্ক সিটি ডিপার্টমেন্ট অফ এডুকেশন	Departamento de Educación de la Ciudad de Nueva York
রাতের আভা	Airglow
সিলিকন কার্বাইড	Carburo de silicio
জৈন (উদ্ভিদ)	Trachyspermum ammi
ফতেহপুর	Fatehpur (desambiguación)
সেফুরোক্সিম	Cefuroxima
পটাসিয়াম পারআয়োডেট	Peryodato de potasio
আখতার হামিদ খান	Akhtar Hameed Khan
ফ্লুরাজিপাম	Flurazepam
সিটাগ্লিপটিন	Sitagliptina
বিবৃদ্ধি	Acrecimiento
সিডিআর	CD-R
সবুজ বাঁশপাতি	Merops orientalis
কোন	Kon
ন্যান্ড্রোলন	Nandrolona
সেফট্রিয়াক্সন	Ceftriaxona
বহুমূত্র	Poliurea
অ্যাসিট্যামাইড	Acetamida
সায়ানোজেন	Cianógeno
বোরেট	Borato
অ্যাসিটানিলাইড	Acetanilida
কিউপ্রিক অক্সাইড	Óxido de cobre (II)
চাম্বা	Chamba
অ্যালুমিনিয়াম সালফেট	Sulfato de aluminio
জৈব এসিড	Ácido orgánico
ক্লিন্ডামাইসিন	Clindamicina
এস্ট্রাডিওল	Estradiol
পটাসিয়াম পারক্লোরেট	Perclorato de potasio
সুশীল কৈরালা	Sushil Koirala
অধ্যক্ষ (দ্ব্যর্থতা নিরসন)	Principal
সমাকলনের তালিকাসমূহ	Anexo:Integrales
থ্রম্বোপোয়েটিন	Trombopoyetina
আনসার (ইসলাম)	Ansar (islam)
আল-আকসা মসজিদ	Mezquita de Al-Aqsa
ম্যাগনেসাইট	Magnesita
ডেটল	Cloroxilenol
নাগা মরিচ	Naga jolokia
ফিফা ১১	FIFA 11
নেপাল কমিউনিস্ট পার্টি (একীকৃত মার্ক্সবাদী-লেনিনবাদী)	Partido Comunista de Nepal (Marxista-Leninista Unificado)
নাকতা হাঁস	Sarkidiornis melanotos
ভিয়েতনামের কমিউনিস্ট পার্টি	Partido Comunista de Vietnam
অপিওয়েড	Opioide
উবুন্টু-শিরনাম	Ubuntu-Title
বাংলা উইকিপিডিয়া	Wikipedia en bengalí
অযুত	Diez mil
অপারেশন গোল্ড	Túnel de Berlín
কিতাব ই ইকান	Kitáb-i-Íqán
